l3_id,l3_name,l2_id,l2_name,l1_id,l1_name,scene_name_zh,scene_name_en,industry_code,industry_name,process_step,step_order,total_steps_in_scene,is_new_l3,human_description,duration_estimate,parallel_with,boundary_note,scene_id,source_file
L3-02-04-001,转体-90度内-面向设备,L2-02-04,躯干旋转,L1-02,躯体姿态调整,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,5,32,True,转动躯干面向设备主体进行观察,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-03-001,扫检-旋转设备外观-目视巡视,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,6,32,True,扫视旋流器整体外观检查运转状态和泄漏情况,5-10,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-05-001,侧听-旋转设备运转声-异常判别,L2-09-05,听觉定位侧听,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,7,32,True,侧耳倾听旋流器运转声音判断是否有异常噪音,5-10,6,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-01-001,注视-模拟仪表盘-读数对准,L2-09-01,视觉注视对准,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,8,32,True,注视设备上的压力表盘调整视线角度,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-07-001,读取-圆形压力表盘-压力数值,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,9,32,True,读取压力表显示数值并记录,2-4,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-02-02-001,俯身-中度前屈-膝上高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,10,32,True,弯腰俯身检查设备底部管路连接处,2-3,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-02-001,贴检-管路接头-堵塞泄漏检查,L2-09-02,近距贴近检视,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,11,32,True,近距离检视管路接头是否有堵塞或泄漏痕迹,3-5,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-02-02-002,俯身-恢复直立-从弯腰位,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,12,32,True,恢复直立姿态,1-2,,[边界判定] 恢复直立是弯腰的逆过程，仍属于L2-02-02而非L2-02-03，因为不涉及膝关节深度屈曲,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-03-01-001,伸达-设备取样口-侧向中距,L2-03-01,空载伸达,L1-03,上肢空间运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,13,32,True,伸手到达采样取样口位置,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-04-01-001,力握-阀门手柄-直径20至40mm,L2-04-01,力量抓握,L1-04,手部抓握操控,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,14,32,True,抓握采样阀门手柄,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-06-03-001,阀操-球阀手柄-90度开启,L2-06-03,阀门旋转操作,L1-06,旋转操作,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,15,32,True,旋转采样阀门开启取样口,2-3,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-04-07-001,释放-手柄构件-渐进松指,L2-04-07,受控释放,L1-04,手部抓握操控,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,16,32,True,松开阀门手柄,0.5-1,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-03-01-002,伸达-腰部工具位-短距下探,L2-03-01,空载伸达,L1-03,上肢空间运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,17,32,True,伸手取出腰间的采样容器,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-04-01-002,力握-采样容器-圆筒形,L2-04-01,力量抓握,L1-04,手部抓握操控,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,18,32,True,抓取采样容器,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-03-05-001,定放-采样容器-取样口对位,L2-03-05,精确定点放置,L1-03,上肢空间运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,19,32,True,将采样容器移动至取样口下方接取介质样品,2-3,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-02-06-001,支撑-单臂持物姿态-抗重力,L2-02-06,静态支撑保持,L1-02,躯体姿态调整,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,20,32,True,静态保持容器位置等待样品流入,5-10,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-03-02-001,转移-液体容器-近距侧移,L2-03-02,单臂负载转移,L1-03,上肢空间运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,21,32,True,将装有样品的容器移开,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-04-01-001,力握-阀门手柄-直径20至40mm,L2-04-01,力量抓握,L1-04,手部抓握操控,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,22,32,False,另一手抓握阀门手柄,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-06-03-002,阀操-球阀手柄-90度关闭,L2-06-03,阀门旋转操作,L1-06,旋转操作,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,23,32,True,旋转阀门关闭取样口,2-3,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-04-07-001,释放-手柄构件-渐进松指,L2-04-07,受控释放,L1-04,手部抓握操控,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,24,32,False,松开阀门手柄,0.5-1,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-04-03-001,工具握持-密度计-测量功能姿,L2-04-03,工具功能握持,L1-04,手部抓握操控,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,25,32,True,取出密度计工具,2-3,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-06-001,测量定位-密度计-液体密度,L2-09-06,测量工具定位,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,26,32,True,将密度计插入样品容器中测量介质密度,3-5,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-07-002,读取-密度计刻度-密度数值,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,27,32,True,读取密度计显示数值,2-3,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-01-01-001,行走-湿滑泥浆地面-低速稳态,L2-01-01,平地直行,L1-01,全身位移,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,28,32,False,在湿滑地面上向脱介筛方向行走,20-40,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-03-002,扫检-皮带输送设备-跑偏磨损检查,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,29,32,True,在脱介筛前停位并扫视设备及皮带运行状态,5-10,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-01-06-001,通行-设备间隙-侧身挤过,L2-01-06,狭窄通行,L1-01,全身位移,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,30,32,True,在设备间狭窄过道侧身通行,5-10,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-01-01-001,行走-湿滑泥浆地面-低速稳态,L2-01-01,平地直行,L1-01,全身位移,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,31,32,False,行走至磁选机位置检查设备状态,15-25,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-09-04-001,触探-振动温度异常-设备外壳,L2-09-04,触觉探测检查,L1-09,感知定位运动,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,32,32,True,用手触摸磁选机外壳感知是否有异常振动或温升,3-5,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-01-01-001,行走-环氧地坪-匀速巡检,L2-01-01,平地直行,L1-01,全身位移,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,1,18,True,从值班室出发，沿泵房通道行走至第一台离心泵位置,15-30,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-01-08-001,停位-设备观察点-分米级,L2-01-08,精确停位,L1-01,全身位移,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,2,18,True,在第一台水泵前方约0.5米处精确停定，面向设备,1-2,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-09-01-001,注视-设备指示灯-运行状态确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,3,18,True,目视检查水泵机组整体外观及运行状态指示灯,3-5,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-09-05-001,侧听-电机运转声-异响判别,L2-09-05,听觉定位侧听,L1-09,感知定位运动,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,4,18,True,侧耳倾听电机运行声音，判断是否存在异响,5-10,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-02-04-001,转体-90度-朝向仪表,L2-02-04,躯干旋转,L1-02,躯体姿态调整,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,5,18,True,上身向右旋转约90度，面向压力表方向,1-2,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-01-01-001,行走-环氧地坪-匀速巡检,L2-01-01,平地直行,L1-01,全身位移,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,6,18,False,行走2-3步至压力表正前方可视位置,2-4,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-09-07-001,读取-压力表盘-压力数值,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,7,18,True,注视压力表表盘，读取当前压力数值,3-5,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-01-01-001,行走-环氧地坪-匀速巡检,L2-01-01,平地直行,L1-01,全身位移,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,8,18,False,行走至流量计显示屏位置,3-5,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-09-07-002,读取-流量计显示屏-流量数值,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,9,18,True,注视流量计显示屏，读取当前流量数值,3-5,,[边界判定] 流量计为数字显示屏而非刻度盘，但读取目的相同，仍归入L2-09-07标识读取定位,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-01-01-001,行走-环氧地坪-匀速巡检,L2-01-01,平地直行,L1-01,全身位移,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,10,18,False,行走至管道接头所在位置,3-5,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-02-02-001,俯身-中度前屈-膝下高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,11,18,True,弯腰俯身至膝下高度，以便近距离观察低位管道接头,2-3,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-09-02-001,贴检-管道接头表面-渗漏检查,L2-09-02,近距贴近检视,L1-09,感知定位运动,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,12,18,True,近距离目视检查管道接头表面是否有水渍或渗漏痕迹,5-10,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-02-02-002,俯身-复位直立-站姿恢复,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,13,18,True,直起腰部恢复站立姿态,2-3,,[边界判定] 从弯腰状态恢复站立属于L2-02-02的逆向动作，而非L2-02-03下蹲起立，因为全程膝关节基本不弯曲,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-01-02-001,转向行走-90度弯道-连续步态,L2-01-02,变向转弯行走,L1-01,全身位移,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,14,18,True,转向并行走至下一台水泵设备位置,5-10,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-09-03-001,扫检-水泵机组区域-系统巡检,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,15,18,True,重复步骤2-13对第二台水泵进行完整巡检,180-360,,[边界判定] 此处概括多台设备的重复巡检动作，每台设备的详细步骤与步骤2-13相同，实际执行时按单台设备拆解,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-01-01-001,行走-环氧地坪-匀速巡检,L2-01-01,平地直行,L1-01,全身位移,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,16,18,False,完成所有设备巡检后，沿通道行走返回泵房出口,15-30,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
L3-01-06-001,通行-设备间隙-侧身通过,L2-01-06,狭窄通行,L1-01,全身位移,巡检监测-矿泉水泵房设备-洁净区域,Inspection-MineralWaterPumpRoomEquipment-CleanZone,12-120-1200,其他采矿业,日常巡检,17,18,True,在设备间狭窄过道处侧身通过,3-5,,,12-120-1200,l3_巡检监测-矿泉水泵房设备-洁净区域.json
